global_question_id,global_passage_id,question_id,passage_id,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count,level
155,603,14,L6-3,What action changes the direction of events in 'The Last Contract'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,1,False,0,6
156,603,15,L6-3,"In 'The Last Contract', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,1,False,0,6
157,603,16,L6-3,Why does the main character act differently near the end of 'The Last Contract'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,1,False,0,6
158,603,17,L6-3,What is the central theme of 'The Last Contract'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,1,False,0,6
159,603,18,L6-3,How does the author make the ending of 'The Last Contract' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,1,False,0,6
160,604,19,L6-4,What is the main setting of 'The Cage Keeper'?,a river valley,a city,a house,a tower,a city,Literal,1,False,0,6
161,604,20,L6-4,What action changes the direction of events in 'The Cage Keeper'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,1,False,0,6
162,604,21,L6-4,"In 'The Cage Keeper', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,1,False,0,6
163,604,22,L6-4,Why does the main character act differently near the end of 'The Cage Keeper'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,1,False,0,6
164,604,23,L6-4,What is the central theme of 'The Cage Keeper'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,1,False,0,6
165,604,24,L6-4,How does the author make the ending of 'The Cage Keeper' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,1,False,0,6
166,605,25,L6-5,What is the main setting of 'The Night Market of Hours'?,a river valley,a city,a house,a tower,a city,Literal,2,False,0,6
167,605,26,L6-5,What action changes the direction of events in 'The Night Market of Hours'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,2,False,0,6
168,605,27,L6-5,"In 'The Night Market of Hours', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,2,False,0,6
169,605,28,L6-5,Why does the main character act differently near the end of 'The Night Market of Hours'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,2,False,0,6
170,605,29,L6-5,What is the central theme of 'The Night Market of Hours'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0,6
171,605,30,L6-5,How does the author make the ending of 'The Night Market of Hours' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0,6
172,606,31,L6-6,What is the main setting of 'The Archivist of Endings'?,a river valley,a city,a house,a tower,a city,Literal,2,False,0,6
173,606,32,L6-6,What action changes the direction of events in 'The Archivist of Endings'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,2,False,0,6
174,606,33,L6-6,"In 'The Archivist of Endings', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,2,False,0,6
175,606,34,L6-6,Why does the main character act differently near the end of 'The Archivist of Endings'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,2,False,0,6
176,606,35,L6-6,What is the central theme of 'The Archivist of Endings'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0,6
177,606,36,L6-6,How does the author make the ending of 'The Archivist of Endings' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0,6
178,607,37,L6-7,What is the main setting of 'The Immortal on the Bench'?,a river valley,a city,a house,a tower,a city,Literal,2,False,0,6
179,607,38,L6-7,What action changes the direction of events in 'The Immortal on the Bench'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,2,False,0,6
180,607,39,L6-7,"In 'The Immortal on the Bench', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,2,False,0,6
181,607,40,L6-7,Why does the main character act differently near the end of 'The Immortal on the Bench'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,2,False,0,6
182,607,41,L6-7,What is the central theme of 'The Immortal on the Bench'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0,6
183,607,42,L6-7,How does the author make the ending of 'The Immortal on the Bench' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0,6
184,608,43,L6-8,What is the main setting of 'The House That Refused to End'?,a river valley,a city,a house,a tower,a city,Literal,2,False,0,6
185,608,44,L6-8,What action changes the direction of events in 'The House That Refused to End'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,2,False,0,6
186,608,45,L6-8,"In 'The House That Refused to End', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,2,False,0,6
187,608,46,L6-8,Why does the main character act differently near the end of 'The House That Refused to End'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,2,False,0,6
188,608,47,L6-8,What is the central theme of 'The House That Refused to End'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,2,False,0,6
189,608,48,L6-8,How does the author make the ending of 'The House That Refused to End' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,2,False,0,6
190,609,49,L6-9,What is the main setting of 'The Glass City'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0,6
191,609,50,L6-9,What action changes the direction of events in 'The Glass City'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0,6
192,609,51,L6-9,"In 'The Glass City', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0,6
193,609,52,L6-9,Why does the main character act differently near the end of 'The Glass City'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0,6
194,609,53,L6-9,What is the central theme of 'The Glass City'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0,6
195,609,54,L6-9,How does the author make the ending of 'The Glass City' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0,6
196,610,55,L6-10,What is the main setting of 'The Paper Rebellion'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0,6
197,610,56,L6-10,What action changes the direction of events in 'The Paper Rebellion'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0,6
198,610,57,L6-10,"In 'The Paper Rebellion', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0,6
199,610,58,L6-10,Why does the main character act differently near the end of 'The Paper Rebellion'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0,6
200,610,59,L6-10,What is the central theme of 'The Paper Rebellion'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0,6
201,610,60,L6-10,How does the author make the ending of 'The Paper Rebellion' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0,6
202,611,61,L6-11,What is the main setting of 'The Algorithm’s Garden'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0,6
203,611,62,L6-11,Which statement best summarizes this passage?,"It explains when the machines began planting trees, humans applauded..","It lists random, unrelated facts.",It tells a fantasy story about dragons.,It argues that homework should be banned.,"It explains when the machines began planting trees, humans applauded..",Literal,3,False,0,6
204,611,63,L6-11,"In 'The Algorithm’s Garden', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0,6
205,611,64,L6-11,Why does the main character act differently near the end of 'The Algorithm’s Garden'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0,6
206,611,65,L6-11,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,"When The machines began planting trees,",A Day at the Beach,"When The machines began planting trees,",Literal,3,False,0,6
207,611,66,L6-11,How does the author make the ending of 'The Algorithm’s Garden' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0,6
208,612,67,L6-12,What is the main setting of 'The Tower of Silence'?,a river valley,a city,a house,a tower,a city,Literal,3,False,0,6
209,612,68,L6-12,What action changes the direction of events in 'The Tower of Silence'?,a brave decision,an accident,a lie told by a friend,a letter found,a brave decision,Detail,3,False,0,6
210,612,69,L6-12,"In 'The Tower of Silence', what does a repeated image or object symbolize?",hope,fear,confusion,wealth,hope,Vocabulary,3,False,0,6
211,612,70,L6-12,Why does the main character act differently near the end of 'The Tower of Silence'?,they realize a truth,they are forced,they win a prize,they run away,they realize a truth,Inference,3,False,0,6
212,612,71,L6-12,What is the central theme of 'The Tower of Silence'?,freedom and responsibility,luck and chance,technology and control,friendship and humor,freedom and responsibility,Theme,3,False,0,6
213,612,72,L6-12,How does the author make the ending of 'The Tower of Silence' powerful?,by using imagery and reflection,by adding a twist,by introducing a new character,by ending in a question,by using imagery and reflection,Evaluation,3,False,0,6
214,701,1,L7-1,What is the central idea of 'The Rest Note'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,2,False,0,7
215,701,2,L7-1,Which detail best supports the main idea in 'The Rest Note'?,A quote illustrating moral balance,A statistical comparison of costs,A description of a building,A reference to an unrelated event,A quote illustrating moral balance,Evidence,2,False,0,7
216,701,3,L7-1,"In 'The Rest Note', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,2,False,0,7
217,701,4,L7-1,What can be inferred about the author’s tone in 'The Rest Note'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,2,False,0,7
218,701,5,L7-1,How does the author develop the main argument in 'The Rest Note'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,2,False,0,7
219,701,6,L7-1,Which statement best describes the author’s purpose in 'The Rest Note'?,to examine human motivation through abstract analysis,to entertain through humor,to document historical data,to advocate for policy change,to examine human motivation through abstract analysis,Purpose,2,False,0,7
220,701,7,L7-1,What is the effect of the imagery used in 'The Rest Note'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,2,False,0,7
221,701,8,L7-1,Which phrase from 'The Rest Note' best supports the answer to the previous question?,a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,2,False,0,7
222,701,9,L7-1,"Based on 'The Rest Note', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,2,False,0,7
223,701,10,L7-1,What is the tone of the concluding paragraph in 'The Rest Note'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2,False,0,7
224,701,11,L7-1,What rhetorical device is most evident in 'The Rest Note'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,2,False,0,7
225,701,12,L7-1,What evidence would most strengthen the author’s argument in 'The Rest Note'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,2,False,0,7
226,701,13,L7-1,Which choice best describes how paragraph 3 functions in 'The Rest Note'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,2,False,0,7
227,701,14,L7-1,"According to 'The Rest Note', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,2,False,0,7
228,701,15,L7-1,How does the author’s conclusion in 'The Rest Note' relate to the introduction?,It resolves initial tension by redefining success,It contradicts the original claim,It leaves the issue unanswered,It changes topic entirely,It resolves initial tension by redefining success,Evaluation,2,False,0,7
229,702,16,L7-2,"What is the central idea of 'The Republic of Letters, Revisited'?",The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,3,False,0,7
230,702,17,L7-2,"Which detail best supports the main idea in 'The Republic of Letters, Revisited'?",A quote illustrating moral balance,A statistical comparison of costs,A description of a building,A reference to an unrelated event,A quote illustrating moral balance,Evidence,3,False,0,7
231,702,18,L7-2,"In 'The Republic of Letters, Revisited', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,3,False,0,7
232,702,19,L7-2,"What can be inferred about the author’s tone in 'The Republic of Letters, Revisited'?",balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,3,False,0,7
233,702,20,L7-2,"How does the author develop the main argument in 'The Republic of Letters, Revisited'?",by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,3,False,0,7
234,702,21,L7-2,"Which statement best describes the author’s purpose in 'The Republic of Letters, Revisited'?",to examine human motivation through abstract analysis,to entertain through humor,to document historical data,to advocate for policy change,to examine human motivation through abstract analysis,Purpose,3,False,0,7
235,702,22,L7-2,"What is the effect of the imagery used in 'The Republic of Letters, Revisited'?",It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,3,False,0,7
236,702,23,L7-2,"Which phrase from 'The Republic of Letters, Revisited' best supports the answer to the previous question?",a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,3,False,0,7
237,702,24,L7-2,"Based on 'The Republic of Letters, Revisited', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,3,False,0,7
238,702,25,L7-2,"What is the tone of the concluding paragraph in 'The Republic of Letters, Revisited'?",resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,3,False,0,7
239,702,26,L7-2,"What rhetorical device is most evident in 'The Republic of Letters, Revisited'?",contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,3,False,0,7
240,702,27,L7-2,"What evidence would most strengthen the author’s argument in 'The Republic of Letters, Revisited'?",data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,3,False,0,7
241,702,28,L7-2,"Which choice best describes how paragraph 3 functions in 'The Republic of Letters, Revisited'?",It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,3,False,0,7
242,702,29,L7-2,"According to 'The Republic of Letters, Revisited', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,3,False,0,7
243,702,30,L7-2,"How does the author’s conclusion in 'The Republic of Letters, Revisited' relate to the introduction?",It resolves initial tension by redefining success,It contradicts the original claim,It leaves the issue unanswered,It changes topic entirely,It resolves initial tension by redefining success,Evaluation,3,False,0,7
244,703,31,L7-3,What is the central idea of 'The Map of an Unseen Forest'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,2,False,0,7
245,703,32,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
246,703,33,L7-3,"In 'The Map of an Unseen Forest', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,2,False,0,7
247,703,34,L7-3,What can be inferred about the author’s tone in 'The Map of an Unseen Forest'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,2,False,0,7
248,703,35,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
249,703,36,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
250,703,37,L7-3,What is the effect of the imagery used in 'The Map of an Unseen Forest'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,2,False,0,7
251,703,38,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
252,703,39,L7-3,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,2,False,0,7
253,703,40,L7-3,What is the tone of the concluding paragraph in 'The Map of an Unseen Forest'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2,False,0,7
254,703,41,L7-3,What rhetorical device is most evident in 'The Map of an Unseen Forest'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,2,False,0,7
255,703,42,L7-3,What evidence would most strengthen the author’s argument in 'The Map of an Unseen Forest'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,2,False,0,7
256,703,43,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
257,703,44,L7-3,"According to 'The Map of an Unseen Forest', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,2,False,0,7
258,703,45,L7-3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,False,0,7
259,704,46,L7-4,What is the central idea of 'The Arithmetic of Regret'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,3,False,0,7
260,704,47,L7-4,Which detail best supports the main idea in 'The Arithmetic of Regret'?,A quote illustrating moral balance,A statistical comparison of costs,A description of a building,A reference to an unrelated event,A quote illustrating moral balance,Evidence,3,False,0,7
261,704,48,L7-4,"In 'The Arithmetic of Regret', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,3,False,0,7
262,704,49,L7-4,What can be inferred about the author’s tone in 'The Arithmetic of Regret'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,3,False,0,7
263,704,50,L7-4,How does the author develop the main argument in 'The Arithmetic of Regret'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,3,False,0,7
264,704,51,L7-4,Which statement best describes the author’s purpose in 'The Arithmetic of Regret'?,to examine human motivation through abstract analysis,to entertain through humor,to document historical data,to advocate for policy change,to examine human motivation through abstract analysis,Purpose,3,False,0,7
265,704,52,L7-4,What is the effect of the imagery used in 'The Arithmetic of Regret'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,3,False,0,7
266,704,53,L7-4,Which phrase from 'The Arithmetic of Regret' best supports the answer to the previous question?,a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,3,False,0,7
267,704,54,L7-4,"Based on 'The Arithmetic of Regret', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,3,False,0,7
268,704,55,L7-4,What is the tone of the concluding paragraph in 'The Arithmetic of Regret'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,3,False,0,7
269,704,56,L7-4,What rhetorical device is most evident in 'The Arithmetic of Regret'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,3,False,0,7
270,704,57,L7-4,What evidence would most strengthen the author’s argument in 'The Arithmetic of Regret'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,3,False,0,7
271,704,58,L7-4,Which choice best describes how paragraph 3 functions in 'The Arithmetic of Regret'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,3,False,0,7
272,704,59,L7-4,"According to 'The Arithmetic of Regret', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,3,False,0,7
273,704,60,L7-4,How does the author’s conclusion in 'The Arithmetic of Regret' relate to the introduction?,It resolves initial tension by redefining success,It contradicts the original claim,It leaves the issue unanswered,It changes topic entirely,It resolves initial tension by redefining success,Evaluation,3,False,0,7
274,705,61,L7-5,What is the central idea of 'Letters to the Future (A Paired Passage)'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,3,False,0,7
275,705,62,L7-5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,False,0,7
276,705,63,L7-5,"In 'Letters to the Future (A Paired Passage)', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,3,False,0,7
277,705,64,L7-5,What can be inferred about the author’s tone in 'Letters to the Future (A Paired Passage)'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,3,False,0,7
278,705,65,L7-5,How does the author develop the main argument in 'Letters to the Future (A Paired Passage)'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,3,False,0,7
279,705,66,L7-5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,False,0,7
280,705,67,L7-5,What is the effect of the imagery used in 'Letters to the Future (A Paired Passage)'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,3,False,0,7
281,705,68,L7-5,Which phrase from 'Letters to the Future (A Paired Passage)' best supports the answer to the previous question?,a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,3,False,0,7
282,705,69,L7-5,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,3,False,0,7
283,705,70,L7-5,What is the tone of the concluding paragraph in 'Letters to the Future (A Paired Passage)'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,3,False,0,7
284,705,71,L7-5,What rhetorical device is most evident in 'Letters to the Future (A Paired Passage)'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,3,False,0,7
285,705,72,L7-5,What evidence would most strengthen the author’s argument in 'Letters to the Future (A Paired Passage)'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,3,False,0,7
286,705,73,L7-5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,False,0,7
287,705,74,L7-5,"According to 'Letters to the Future (A Paired Passage)', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,3,False,0,7
288,705,75,L7-5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,False,0,7
289,706,76,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
290,706,77,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
291,706,78,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Vocabulary,2,False,0,7
292,706,79,L7-6,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,2,False,0,7
293,706,80,L7-6,How does the author develop the main argument in 'The Equation of the Crowd'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,2,False,0,7
294,706,81,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
295,706,82,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
296,706,83,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
297,706,84,L7-6,"Based on 'The Equation of the Crowd', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,2,False,0,7
298,706,85,L7-6,What is the tone of the concluding paragraph in 'The Equation of the Crowd'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2,False,0,7
299,706,86,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
300,706,87,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
301,706,88,L7-6,Which choice best describes how paragraph 3 functions in 'The Equation of the Crowd'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,2,False,0,7
302,706,89,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
303,706,90,L7-6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,False,0,7
