id,created_at,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,section,question_type,level,difficulty,random_order,type,manual_review,media_url,updated_at,used_count,source_file,instructions
29,2025-10-16,Read (?) you ___ the textbook yesterday?,did / read,did / reads,do / read,do / reads,did / read,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
30,2025-10-16,Build (X) They ___ new houses by the mountain.,build,builds,builded,building,build,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
31,2025-10-16,Choose (O) Sally ___ the red shirt.,chooses,choose,choosing,choosed,chooses,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
32,2025-10-16,Buy (X) They ___ vegetables.,don’t buy,doesn’t buy,don’t buys,doesn’t buys,don’t buy,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
33,2025-10-16,Drink (?) you ___ milk every day?,do / drink,do / drinks,does / drink,does / drinks,do / drink,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
34,2025-10-16,Listen (X) He ___ to any music.,doesn’t listen,don’t listen,doesn’t listens,don’t listens,doesn’t listen,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
35,2025-10-16,Leave (?) you ___ right now?,are / leaving,are / leave,is / leaving,is / leave,are / leaving,Grammar,multiple choice,3,2,True,question and negative forms,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
36,2025-10-16,Jack is sick. So he ___ to school.,can’t come,can’t comes,came,will come,can’t come,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
37,2025-10-16,Jerry finished his homework. So he ___ with his friends.,will play,will plays,played,play,will play,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
38,2025-10-16,Luke hurt his legs. So he ___ well.,can’t run,can’t runs,can’t go,can’t goes,can’t run,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
39,2025-10-16,I ___ in my bedroom last night.,was,is,will be,am,was,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
40,2025-10-16,Yesterday Tina ___ to my house.,came,come,will come,comes,came,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
41,2025-10-16,My family ___ to the beach last month.,went,go,will go,goes,went,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
42,2025-10-16,I ___ some cookies in the kitchen.,have,haves,haved,has,have,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
43,2025-10-16,I like our neighbor. But my brother ___ our neighbor.,doesn’t like,don’t like,don’t hate,doesn’t hate,doesn’t like,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
44,2025-10-16,It ___ rainy yesterday. But it is sunny today.,was,will be,is,am,was,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
45,2025-10-16,She ___ good grades next year.,will get,will lose,will buy,will write,will get,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
46,2025-10-16,Who ___ my pencil case?,took,get,will take,will get,took,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
47,2025-10-16,Will you ___ some eggs when you come home?,buy,buys,buyes,bought,buy,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
48,2025-10-16,Olivia ___ for her test.,is preparing,prepare,read,say,is preparing,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
49,2025-10-16,Tim likes video games. And Andy also ___ video games.,likes,hates,like,hate,likes,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
50,2025-10-16,"Pete went up the stairs. Steve went up, too. So Steve ___ Pete.",followed,follow,go,goed,followed,Grammar,multiple choice,3,3,True,mixed tenses and modals,False,,2025-10-16,0,Grammar_Level_3.csv,Choose the correct word or phrase to complete the sentence.
1,2025-10-16,My dad ___ me with my homework every night.,helps,help,helped,helping,helps,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
2,2025-10-16,Many people ___ to see our new puppies yesterday.,came,come,comes,comed,came,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
3,2025-10-16,Helen ___ late for school yesterday.,was,is,were,will be,was,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
4,2025-10-16,It ___ outside. We can’t go to the park now.,is raining,rains,raining,rained,is raining,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
5,2025-10-16,We ___ math and science yesterday.,studied,studies,will study,study,studied,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
6,2025-10-16,I ___ the first place in the speech contest last year.,won,win,will win,wins,won,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
7,2025-10-16,We used to ___ sandcastles whenever we went to the beach.,build,built,builds,building,build,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
8,2025-10-16,"Last week, he ___ a nice necklace for his grandmother.",bought,buy,will buy,buyed,bought,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
9,2025-10-16,Did you ___ your room yesterday?,clean,cleans,is cleaning,cleaned,clean,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
10,2025-10-16,We ___ badminton right now.,are playing,play,plays,played,are playing,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
11,2025-10-16,My dad ___ at work yesterday afternoon.,was,is,were,will be,was,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
12,2025-10-16,We ___ to write letters to our grandparents.,are going,will,should,must,are going,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
13,2025-10-16,Our uncle ___ visit us tomorrow.,will,is going,doesn’t,don’t,will,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
14,2025-10-16,Ms. Walker is ___ book a reservation tonight.,going to,will,going,will be,going to,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
15,2025-10-16,I have ___ for my violin lessons tomorrow.,to practice,practice,practicing,practiced,to practice,Grammar,multiple choice,4,1,True,simple and past tense verbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
16,2025-10-16,My friend ___ a toy robot today. I will build one tomorrow.,built,build,will built,builds,built,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
17,2025-10-16,"Alex ___ the ball, Hank swung the bat and hit a home run.",threw,throwing,throws,threwed,threw,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
18,2025-10-16,"I studied hard for the test last night. However, I ___ a bad score.",got,get,will get,gets,got,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
19,2025-10-16,I ___ lunch an hour ago. So I have to take my medicine soon.,had,have,will have,has,had,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
20,2025-10-16,"I had a meeting today, but I ___ about it and slept late.",forgot,forget,forgetted,sleeped,forgot,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
21,2025-10-16,She ___ like a butterfly and landed perfectly.,flew,flied,flies,landed,flew,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
22,2025-10-16,"He ___ to school to take his daughter, but she wasn’t there.",came,comes,come,coming,came,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
23,2025-10-16,"Since the weather was freezing, I ___ my closet and grabbed my coat.",opened,opens,open,openned,opened,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
24,2025-10-16,We ___ lunch an hour ago and then watched TV.,had,have,will have,has,had,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
25,2025-10-16,"I ___ hard yesterday, but I still feel tired.",worked,work,working,works,worked,Grammar,multiple choice,4,2,True,irregular verbs and mixed tenses,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
26,2025-10-16,My sister brushes her teeth three times a day. She ___ brushes her teeth.,always,usually,sometimes,rarely,always,Grammar,multiple choice,4,2,True,frequency adverbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
27,2025-10-16,I have only lived in Korea. I have ___ been to other countries.,never,usually,sometimes,always,never,Grammar,multiple choice,4,2,True,frequency adverbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
28,2025-10-16,Susan never forgets her medicine. She ___ carries the pills in her bag.,always,sometimes,usually,never,always,Grammar,multiple choice,4,2,True,frequency adverbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
29,2025-10-16,My family visits my grandparents once a month. They ___ visit them.,usually,always,sometimes,never,usually,Grammar,multiple choice,4,2,True,frequency adverbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
30,2025-10-16,"He lives far away, so I ___ meet him.",sometimes,never,always,often,sometimes,Grammar,multiple choice,4,2,True,frequency adverbs,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
31,2025-10-16,"My friend bought a new game, ___ we played it together.",so,but,because,however,so,Grammar,multiple choice,4,2,True,conjunctions,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
32,2025-10-16,"I woke up late today, ___ I missed the train.",so,but,whereas,however,so,Grammar,multiple choice,4,2,True,conjunctions,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
33,2025-10-16,Peter bought a new lock ___ someone broke into his house.,because,for,to,however,because,Grammar,multiple choice,4,2,True,conjunctions,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
34,2025-10-16,"I was on the phone, ___ he sent me an e-mail.",while,when,and,so,while,Grammar,multiple choice,4,2,True,conjunctions,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
35,2025-10-16,"Mike had a lot of money. ___, it didn’t make him happy.",however,so,or,yet,however,Grammar,multiple choice,4,2,True,conjunctions,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
36,2025-10-16,I’ll meet you ___ 2 P.M. tomorrow.,at,on,in,of,at,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
37,2025-10-16,That accident broke out ___ 1999.,in,on,at,of,in,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
38,2025-10-16,She comes to the library ___ Saturdays.,on,in,at,to,on,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
39,2025-10-16,I can’t talk to you ___ the moment.,at,in,on,for,at,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
40,2025-10-16,You promised to meet me ___ my birthday.,on,in,at,when,on,Grammar,multiple choice,4,3,True,prepositions of time,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
41,2025-10-16,I will close the windows ___ the dust from coming in.,to prevent,prevent,to let,let,to prevent,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
42,2025-10-16,___ in the deep sea would be very dangerous.,to swim,swim,to fly,fly,to swim,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
43,2025-10-16,I like ___ in English with my family.,to speak,speak,to speaking,spoke,to speak,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
44,2025-10-16,"She tried ___ him from going, but it didn’t work.",to stop,stop,to start,start,to stop,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
45,2025-10-16,We refused ___ the greedy principal’s order.,to follow,follow,to command,command,to follow,Grammar,multiple choice,4,3,True,infinitives,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
46,2025-10-16,I promise you that I ___ finish my task by 5 P.M.,can,won’t,can’t,shouldn’t,can,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
47,2025-10-16,You ___ leave the classroom once you have finished your exam.,may,may not,will,won’t,may,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
48,2025-10-16,I ___ abroad and study next year.,will go,can went,going to,must went,will go,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
49,2025-10-16,You ___ go see a doctor before it gets worse.,should,can,will,are going to,should,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
50,2025-10-16,Tina ___ come see you in a minute.,will,must,have to,can,will,Grammar,multiple choice,4,3,True,modals,False,,2025-10-16,0,Grammar_Level_4.csv,Choose the correct word or phrase to complete the sentence.
1,2025-10-16,I showed my picture album ___ my friend.,to,for,of,with,to,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
2,2025-10-16,My dad bought flowers ___ my mom on her birthday.,for,to,on,and,for,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
3,2025-10-16,Did you finish ___ the dishes?,washing,to wash,for washing,wash,washing,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
4,2025-10-16,They decided ___ camping next weekend.,to go,going,go,for going,to go,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
5,2025-10-16,Do you enjoy ___ your dog?,walking,to walk,for walking,to walking,walking,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
6,2025-10-16,Ted wants ___ his project today.,to finish,finishing,finish,to be finished,to finish,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
7,2025-10-16,My mom promised ___ a special cake for me.,to make,making,for making,to making,to make,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
8,2025-10-16,Most citizens are opposed ___ more taxes.,to paying,to pay,paying,pay,to paying,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
9,2025-10-16,I didn’t expect ___ you here.,to meet,to lose,to meeting,to losing,to meet,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
10,2025-10-16,He was definitely ___ video games.,addicted to,loved to,expected to,wanted to,addicted to,Grammar,multiple choice,5,1,True,to/for and infinitive vs gerund,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
11,2025-10-16,They ___ the dishes since last night.,haven’t done,have done,did,didn’t do,haven’t done,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
12,2025-10-16,We ___ for you for two days now.,have waited,haven’t waited,has waited,waited,have waited,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
13,2025-10-16,Mary and Jake ___ friends since last year.,have been,were,haven’t been,weren’t,have been,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
14,2025-10-16,Jack is hungry. He ___ lunch yet.,hasn’t eaten,have eaten,ate,didn’t eat,hasn’t eaten,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
15,2025-10-16,___ you ___ my cat today?,have / seen,have / saw,haven’t / seen,did / see,have / seen,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
16,2025-10-16,I ___ to Switzerland.,haven’t been,have been,wasn’t,weren’t,haven’t been,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
17,2025-10-16,She ___ in that company for five years.,has worked,hasn’t worked,worked,have working,has worked,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
18,2025-10-16,He ___ Korean food.,hasn’t tried,haven’t tried,didn’t try,not tried,hasn’t tried,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
19,2025-10-16,___ she ___ anyone yesterday?,has / met,have / met,hasn’t / met,haven’t / met,has / met,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
20,2025-10-16,My mom ___ never ___ this device.,has / used,have / used,hasn’t / using,haven’t / using,has / used,Grammar,multiple choice,5,1,True,present perfect,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
21,2025-10-16,We are used to ___ early in the morning.,getting up,get up,gets up,have get up,getting up,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
22,2025-10-16,I often enjoy ___.,singing,to sing,to song,in singing,singing,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
23,2025-10-16,My house needs ___.,painting,to paint,being painted,paint,painting,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
24,2025-10-16,I am looking forward ___ you in Seoul.,to meeting,have meet,to meet,meeting,to meeting,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
25,2025-10-16,He avoids ___ with his rivals.,arguing,to argue,to be argued,argue,arguing,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
26,2025-10-16,"I bought a map, ___ helped me during the trip.",which,who,whom,where,which,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
27,2025-10-16,My parents have made me ___ I am.,who,which,that,what,who,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
28,2025-10-16,How can I forget the day ___ we had our first date?,when,where,which,how,when,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
29,2025-10-16,The house ___ I bought last year has a pool.,which,were,when,in which,which,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
30,2025-10-16,This is ___ we want to know.,what,which,for what,that,what,Grammar,multiple choice,5,2,True,gerunds and relative clauses,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
31,2025-10-16,Math is the much difficult subject of all.,much,the,math,of,much,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Select the correct subject to complete the sentence.
32,2025-10-16,My illness was much more serious as I thought.,much,more,as,at,as,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
33,2025-10-16,Nothing is more exciting as bungee jumping.,nothing,is,exciting,as,as,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
34,2025-10-16,No other cities in England is larger than Seoul.,no,cities,larger,is,is,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
35,2025-10-16,That tower is the most tallest tower in our city.,most,the,that,in,most,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
36,2025-10-16,She is way more smallest than my brother.,smallest,more,way,my,smallest,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
37,2025-10-16,The bag was more expensiver than the wallet.,expensiver,was,more,than,expensiver,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
38,2025-10-16,China has the more people than any other country.,more,the,people,any,the,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
39,2025-10-16,The task was many more difficult than I thought.,many,more,difficult,thought,many,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
40,2025-10-16,This river is longer than any other rivers in this country.,longer,any,rivers,in,rivers,Grammar,multiple choice,5,2,True,comparative and superlative corrections,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
41,2025-10-16,People speak Chinese in Hong Kong. → Chinese ___ in Hong Kong.,is spoken,spoken,is speaked,spoke,is spoken,Grammar,multiple choice,5,3,True,passive voice,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
42,2025-10-16,The students will clean the window. → The window ___ by the students.,will be cleaned,is cleaned,be cleaned,was cleaned,will be cleaned,Grammar,multiple choice,5,3,True,passive voice,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
43,2025-10-16,My father is making a dog house. → A dog house ___ by my father.,is being made,is made,was being made,was made,is being made,Grammar,multiple choice,5,3,True,passive voice,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
44,2025-10-16,They laughed at Judy. → Judy ___ by them.,was laughed at,was laughed,is being laughed,is laughed,was laughed at,Grammar,multiple choice,5,3,True,passive voice,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
45,2025-10-16,You must keep your words. → Your words ___ by you.,must be kept,should be kept,must kept,should kept,must be kept,Grammar,multiple choice,5,3,True,passive voice,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the correct word or phrase to complete the sentence.
46,2025-10-16,My bicycle was stealed yesterday.,stealed,bicycle,was,yesterday,stealed,Grammar,multiple choice,5,3,True,voice and causative errors,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
47,2025-10-16,The building is own by my sister.,own,is,building,by,own,Grammar,multiple choice,5,3,True,voice and causative errors,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
48,2025-10-16,I let him to clean my room.,to,clean,let,room,to,Grammar,multiple choice,5,3,True,voice and causative errors,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
49,2025-10-16,She got to stuck in the traffic.,to,stuck,in,traffic,to,Grammar,multiple choice,5,3,True,voice and causative errors,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
50,2025-10-16,He was heard cry by the policemen.,cry,heard,by,was,cry,Grammar,multiple choice,5,3,True,voice and causative errors,False,,2025-10-16,0,Grammar_Level_5.csv,Choose the part of the sentence that is grammatically incorrect.
