global_dialog_id,question_id,dialog_id,level,grammar_target,dialog_text,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count
507,19,7,5,functional language (opinions),"A: I think students should wear uniforms.
B: Really? I disagree. Uniforms take away individuality.
A: Maybe, but they make everyone equal.",What is the topic of their discussion?,Homework,School uniforms,Sports,Exams,School uniforms,Comprehension,5,False,0
507,20,7,5,functional language (opinions),"A: I think students should wear uniforms.
B: Really? I disagree. Uniforms take away individuality.
A: Maybe, but they make everyone equal.",Which word introduces opinion?,Should,I think,Equal,Maybe,I think,Grammar,5,False,0
507,21,7,5,functional language (opinions),"A: I think students should wear uniforms.
B: Really? I disagree. Uniforms take away individuality.
A: Maybe, but they make everyone equal.",Why does the boy disagree?,Uniforms are uncomfortable,Uniforms are ugly,Uniforms reduce individuality,Uniforms are expensive,Uniforms reduce individuality,Inference,5,False,0
508,22,8,5,reported requests,"A: Did the manager say anything?
B: Yes, he asked us to send the report by tomorrow.
A: Then we’d better start now.",What did the manager ask?,To finish early,To send the report,To cancel the meeting,To take a break,To send the report,Comprehension,5,False,0
508,23,8,5,reported requests,"A: Did the manager say anything?
B: Yes, he asked us to send the report by tomorrow.
A: Then we’d better start now.",Which form shows a reported request?,Wanted we…,Told us that…,Said we…,Asked us to…,Asked us to…,Grammar,5,False,0
508,24,8,5,reported requests,"A: Did the manager say anything?
B: Yes, he asked us to send the report by tomorrow.
A: Then we’d better start now.",When must they send the report?,Next week,Today,Tomorrow,Tonight,Tomorrow,Detail,5,False,0
509,25,9,5,second conditional,"A: If you won the lottery, what would you do?
B: I’d travel around the world.
A: I’d start a charity!",What would the boy do if he won?,Buy a car,Quit his job,Travel the world,Build a house,Travel the world,Comprehension,5,False,0
509,26,9,5,second conditional,"A: If you won the lottery, what would you do?
B: I’d travel around the world.
A: I’d start a charity!",Which word shows an unreal condition?,Would,Do,If,Won,Would,Grammar,5,False,0
509,27,9,5,second conditional,"A: If you won the lottery, what would you do?
B: I’d travel around the world.
A: I’d start a charity!",What would the girl do?,Travel the world,Buy a plane,Start a charity,Save the money,Start a charity,Detail,5,False,0
510,28,10,5,passive voice (process),"A: How is chocolate made?
B: It’s made from cocoa beans that are dried, roasted, and ground into powder.",What is chocolate made from?,Cocoa beans,Sugar cane,Milk,Coffee beans,Cocoa beans,Comprehension,5,False,0
510,29,10,5,passive voice (process),"A: How is chocolate made?
B: It’s made from cocoa beans that are dried, roasted, and ground into powder.",Which word shows passive form?,Ground,From,Roasted,Made,Made,Grammar,5,False,0
510,30,10,5,passive voice (process),"A: How is chocolate made?
B: It’s made from cocoa beans that are dried, roasted, and ground into powder.",What happens after the beans are roasted?,They are ground into powder,They are mixed with milk,They are melted,They are eaten,They are ground into powder,Detail,5,False,0
601,1,1,6,modals of deduction,"A: I can’t find my wallet anywhere.
B: You must have left it in the car.
A: Oh, maybe you’re right. I was in a hurry this morning.",What does 'must have left' express?,Future plan,Obligation,Past certainty,Possibility,Past certainty,Grammar,6,False,0
601,2,1,6,modals of deduction,"A: I can’t find my wallet anywhere.
B: You must have left it in the car.
A: Oh, maybe you’re right. I was in a hurry this morning.",Where did he probably leave the wallet?,At school,At home,In the store,In the car,In the car,Inference,6,False,0
601,3,1,6,modals of deduction,"A: I can’t find my wallet anywhere.
B: You must have left it in the car.
A: Oh, maybe you’re right. I was in a hurry this morning.",Why does he think that?,He bought something,He changed cars,He was in a hurry,He lost money,He was in a hurry,Comprehension,6,False,0
602,4,2,6,third conditional,"A: If I had studied harder, I would have passed the exam.
B: Don’t worry. You can try again next term.
A: Yeah, I guess you’re right.",What does the boy regret?,Being late,Missing school,Not studying harder,Changing subjects,Not studying harder,Comprehension,6,False,0
602,5,2,6,third conditional,"A: If I had studied harder, I would have passed the exam.
B: Don’t worry. You can try again next term.
A: Yeah, I guess you’re right.",Which structure shows an unreal past?,If I study hard...,If I study...,If I will study...,If I had studied...,If I had studied...,Grammar,6,False,0
602,6,2,6,third conditional,"A: If I had studied harder, I would have passed the exam.
B: Don’t worry. You can try again next term.
A: Yeah, I guess you’re right.",What can he do next term?,Take a break,Move abroad,Try again,Quit school,Try again,Inference,6,False,0
603,7,3,6,reported speech (complex),"A: What did the manager say about the presentation?
B: She said it had been excellent and that we should prepare a summary for the board.
A: That’s great feedback!",What did the manager think?,It was short,It was late,It was excellent,It was canceled,It was excellent,Comprehension,6,False,0
603,8,3,6,reported speech (complex),"A: What did the manager say about the presentation?
B: She said it had been excellent and that we should prepare a summary for the board.
A: That’s great feedback!",Which tense is used in reported speech?,Past perfect,Present,Conditional,Future,Past perfect,Grammar,6,False,0
603,9,3,6,reported speech (complex),"A: What did the manager say about the presentation?
B: She said it had been excellent and that we should prepare a summary for the board.
A: That’s great feedback!",What did they have to prepare?,A summary,A report,A video,A poster,A summary,Detail,6,False,0
604,10,4,6,inversion,"A: Rarely have I seen such a beautiful sunset.
B: I know, the colors are unbelievable!",What is unusual about the speaker’s sentence?,The word order,The subject,The tense,The adjective,The word order,Grammar,6,False,0
604,11,4,6,inversion,"A: Rarely have I seen such a beautiful sunset.
B: I know, the colors are unbelievable!",What is the speaker describing?,A mountain,A storm,A sunset,A beach,A sunset,Comprehension,6,False,0
604,12,4,6,inversion,"A: Rarely have I seen such a beautiful sunset.
B: I know, the colors are unbelievable!",What does 'rarely' mean here?,Always,Sometimes,Not often,Never,Not often,Vocabulary,6,False,0
605,13,5,6,linking devices (contrast),"A: Although the movie was long, I really enjoyed it.
B: Me too, but the ending was confusing.
A: True, yet it made me think.",How did they feel about the movie?,They fell asleep,They enjoyed it,They left early,They hated it,They enjoyed it,Comprehension,6,False,0
605,14,5,6,linking devices (contrast),"A: Although the movie was long, I really enjoyed it.
B: Me too, but the ending was confusing.
A: True, yet it made me think.",Which word shows contrast?,Although,Because,Since,Before,Although,Grammar,6,False,0
605,15,5,6,linking devices (contrast),"A: Although the movie was long, I really enjoyed it.
B: Me too, but the ending was confusing.
A: True, yet it made me think.",What did the boy find confusing?,The beginning,The actors,The sound,The ending,The ending,Detail,6,False,0
606,16,6,6,participle clauses,"A: Walking through the forest, we saw a group of deer.
B: That must have been amazing!
A: It was. They didn’t even notice us.",What were they doing when they saw the deer?,Running,Walking,Driving,Eating,Walking,Comprehension,6,False,0
606,17,6,6,participle clauses,"A: Walking through the forest, we saw a group of deer.
B: That must have been amazing!
A: It was. They didn’t even notice us.",What structure is 'Walking through the forest'?,Infinitive phrase,Relative clause,Adverb clause,Participle clause,Participle clause,Grammar,6,False,0
606,18,6,6,participle clauses,"A: Walking through the forest, we saw a group of deer.
B: That must have been amazing!
A: It was. They didn’t even notice us.",What did they see?,A bird,A group of deer,A river,A bear,A group of deer,Detail,6,False,0
607,19,7,6,functional language (doubt),"A: I’m not sure that’s the best idea.
B: Why not?
A: Because it could make the problem worse.
B: Hmm, you might be right.",What is the speaker unsure about?,An idea,A schedule,A rule,A person,An idea,Comprehension,6,False,0
607,20,7,6,functional language (doubt),"A: I’m not sure that’s the best idea.
B: Why not?
A: Because it could make the problem worse.
B: Hmm, you might be right.",What expression shows doubt?,Why not,Might be,Could make,I’m not sure,I’m not sure,Grammar,6,False,0
607,21,7,6,functional language (doubt),"A: I’m not sure that’s the best idea.
B: Why not?
A: Because it could make the problem worse.
B: Hmm, you might be right.",What does 'you might be right' mean?,Apology,Refusal,Agreement,Disagreement,Agreement,Function,6,False,0
608,22,8,6,passive voice (abstract),"A: The new policy was introduced to reduce waste.
B: Was it successful?
A: Not really, but some improvements were made.",Why was the policy introduced?,To increase spending,To reduce waste,To hire workers,To change rules,To reduce waste,Comprehension,6,False,0
608,23,8,6,passive voice (abstract),"A: The new policy was introduced to reduce waste.
B: Was it successful?
A: Not really, but some improvements were made.",Which structure is passive?,Was introduced,Reduce waste,To make,Was successful,Was introduced,Grammar,6,False,0
608,24,8,6,passive voice (abstract),"A: The new policy was introduced to reduce waste.
B: Was it successful?
A: Not really, but some improvements were made.",What was the result?,It failed completely,It was perfect,They canceled it,Some improvements were made,Some improvements were made,Inference,6,False,0
609,25,9,6,modal perfect (could have),"A: I could have called you, but my phone died.
B: It’s okay. I was asleep anyway.",Why didn’t the speaker call?,He forgot,His phone died,He didn’t want to,He was busy,His phone died,Comprehension,6,False,0
609,26,9,6,modal perfect (could have),"A: I could have called you, but my phone died.
B: It’s okay. I was asleep anyway.",What does 'could have called' express?,Obligation,Request,Missed possibility,Habit,Missed possibility,Grammar,6,False,0
609,27,9,6,modal perfect (could have),"A: I could have called you, but my phone died.
B: It’s okay. I was asleep anyway.",What was the listener doing?,Sleeping,Driving,Working,Talking,Sleeping,Detail,6,False,0
610,28,10,6,cause and effect,"A: The river rose quickly because of the heavy rain.
B: That’s why the bridge was closed.
A: Yeah, it was dangerous to cross.",Why did the river rise?,Because of heat,Because of wind,Because of rain,Because of snow,Because of rain,Comprehension,6,False,0
610,29,10,6,cause and effect,"A: The river rose quickly because of the heavy rain.
B: That’s why the bridge was closed.
A: Yeah, it was dangerous to cross.",Which phrase shows cause?,It was,That’s why,Quickly,Because of,Because of,Grammar,6,False,0
610,30,10,6,cause and effect,"A: The river rose quickly because of the heavy rain.
B: That’s why the bridge was closed.
A: Yeah, it was dangerous to cross.",Why was the bridge closed?,It was clean,It was fixed,It was old,It was dangerous,It was dangerous,Inference,6,False,0
701,1,1,7,concessive clauses,"A: Although technology saves time, it also steals our attention.
B: That’s true. Efficiency can make us forget what’s meaningful.
A: Maybe balance is the only progress worth having.",What is the main idea of the conversation?,Attention is more valuable than technology,Modern life requires more technology,Balance between efficiency and meaning is essential,Technology only improves life,Balance between efficiency and meaning is essential,Inference,7,False,0
701,2,1,7,concessive clauses,"A: Although technology saves time, it also steals our attention.
B: That’s true. Efficiency can make us forget what’s meaningful.
A: Maybe balance is the only progress worth having.",What word introduces contrast?,Because,If,Since,Although,Although,Grammar,7,False,0
701,3,1,7,concessive clauses,"A: Although technology saves time, it also steals our attention.
B: That’s true. Efficiency can make us forget what’s meaningful.
A: Maybe balance is the only progress worth having.",What tone best describes the speakers?,Sarcastic,Irritated,Indifferent,Reflective,Reflective,Tone,7,False,0
702,4,2,7,cause and consequence,"A: The climate summit ended without agreement.
B: Then emissions will likely continue rising.
A: Which means our targets are becoming promises instead of progress.",What are they discussing?,A climate summit,A political election,A business meeting,A school project,A climate summit,Comprehension,7,False,0
702,5,2,7,cause and consequence,"A: The climate summit ended without agreement.
B: Then emissions will likely continue rising.
A: Which means our targets are becoming promises instead of progress.",What consequence do they mention?,People will travel less,Laws will change,Pollution will decrease,Emissions will rise,Emissions will rise,Inference,7,False,0
702,6,2,7,cause and consequence,"A: The climate summit ended without agreement.
B: Then emissions will likely continue rising.
A: Which means our targets are becoming promises instead of progress.",Which phrase shows cause and effect?,Instead of,Likely continue,Which means,Without agreement,Which means,Grammar,7,False,0
703,7,3,7,nominalization,"A: Cooperation among nations is difficult.
B: True, but collaboration defines our survival.
A: That’s a powerful statement.",What noun form is derived from a verb?,Survival,Powerful,Collaboration,Difficult,Collaboration,Grammar,7,False,0
703,8,3,7,nominalization,"A: Cooperation among nations is difficult.
B: True, but collaboration defines our survival.
A: That’s a powerful statement.",What is the main idea?,Nations are independent,Survival is easy,Power leads to unity,Cooperation is necessary for survival,Cooperation is necessary for survival,Inference,7,False,0
703,9,3,7,nominalization,"A: Cooperation among nations is difficult.
B: True, but collaboration defines our survival.
A: That’s a powerful statement.",What is the tone of the final statement?,Respectful,Critical,Casual,Angry,Respectful,Tone,7,False,0
704,10,4,7,causatives,"A: The director had the report rewritten twice.
B: She must be looking for perfection.
A: Or maybe just clarity.",What happened to the report?,It was rewritten twice,It was ignored,It was delayed,It was deleted,It was rewritten twice,Comprehension,7,False,0
704,11,4,7,causatives,"A: The director had the report rewritten twice.
B: She must be looking for perfection.
A: Or maybe just clarity.",What structure expresses causation?,Was rewritten,Looking for,Had the report rewritten,Must be,Had the report rewritten,Grammar,7,False,0
704,12,4,7,causatives,"A: The director had the report rewritten twice.
B: She must be looking for perfection.
A: Or maybe just clarity.",What do they imply about the director?,She demands high standards,She dislikes writing,She is confused,She ignores mistakes,She demands high standards,Inference,7,False,0
705,13,5,7,mixed conditionals,"A: If I were more confident, I would have applied for that scholarship.
B: You still can next year.
A: Maybe, but opportunities don’t wait forever.",What does the boy regret?,Missing a test,Talking too much,Taking a break,Not applying for the scholarship,Not applying for the scholarship,Comprehension,7,False,0
705,14,5,7,mixed conditionals,"A: If I were more confident, I would have applied for that scholarship.
B: You still can next year.
A: Maybe, but opportunities don’t wait forever.",Which structure mixes past and present?,If I will… I can…,If I had… I might…,If I were… I would have…,If I am… I would…,If I were… I would have…,Grammar,7,False,0
705,15,5,7,mixed conditionals,"A: If I were more confident, I would have applied for that scholarship.
B: You still can next year.
A: Maybe, but opportunities don’t wait forever.",What is the tone of his last line?,Confident,Excited,Regretful,Angry,Regretful,Tone,7,False,0
706,16,6,7,reported speech (argument),"A: Some economists claim that happiness increases with income.
B: But others argue it plateaus after a certain point.
A: Maybe money buys comfort, not contentment.",What are they debating?,The price of comfort,The need for money,The meaning of contentment,The link between income and happiness,The link between income and happiness,Comprehension,7,False,0
706,17,6,7,reported speech (argument),"A: Some economists claim that happiness increases with income.
B: But others argue it plateaus after a certain point.
A: Maybe money buys comfort, not contentment.",What does 'plateaus' mean here?,Stops increasing,Falls sharply,Begins rising,Disappears,Stops increasing,Vocabulary,7,False,0
706,18,6,7,reported speech (argument),"A: Some economists claim that happiness increases with income.
B: But others argue it plateaus after a certain point.
A: Maybe money buys comfort, not contentment.",What is the implied conclusion?,Income is not important,"Money improves comfort, not happiness",Economists are wrong,Happiness depends only on wealth,"Money improves comfort, not happiness",Inference,7,False,0
707,19,7,7,inversion for emphasis,"A: Never before had I seen such an inspiring lecture.
B: It really was impressive.
A: I’m thinking of applying to that university now.",What does 'Never before had I seen' emphasize?,Surprise and admiration,Fear,Disagreement,Disinterest,Surprise and admiration,Inference,7,False,0
707,20,7,7,inversion for emphasis,"A: Never before had I seen such an inspiring lecture.
B: It really was impressive.
A: I’m thinking of applying to that university now.",Which structure is inverted?,Thinking of,Applying to,Had I seen,Was impressive,Had I seen,Grammar,7,False,0
707,21,7,7,inversion for emphasis,"A: Never before had I seen such an inspiring lecture.
B: It really was impressive.
A: I’m thinking of applying to that university now.",What does the speaker plan to do?,Write a report,Leave the class,Apply to the university,Join a club,Apply to the university,Comprehension,7,False,0
708,22,8,7,rhetorical devices,"A: Do you think small actions can really change the world?
B: Every great movement started small.
A: That’s a good reminder.",What rhetorical device is used by the second speaker?,Analogy,Alliteration,Hyperbole,Metaphor,Analogy,Grammar,7,False,0
708,23,8,7,rhetorical devices,"A: Do you think small actions can really change the world?
B: Every great movement started small.
A: That’s a good reminder.",What does the speaker imply?,Small actions can lead to big change,World change is too hard,Change is impossible,Movements fail easily,Small actions can lead to big change,Inference,7,False,0
708,24,8,7,rhetorical devices,"A: Do you think small actions can really change the world?
B: Every great movement started small.
A: That’s a good reminder.",What tone does 'That’s a good reminder' express?,Appreciation,Sarcasm,Doubt,Confusion,Appreciation,Tone,7,False,0
709,25,9,7,nominal clauses,"A: What matters is not who wins, but how the game is played.
B: I agree. Integrity outlasts victory.",What does the speaker value most?,Winning,Popularity,Integrity,Luck,Integrity,Inference,7,False,0
709,26,9,7,nominal clauses,"A: What matters is not who wins, but how the game is played.
B: I agree. Integrity outlasts victory.",Which phrase is a nominal clause?,Outlasts victory,What matters is...,How the game is played,I agree,What matters is...,Grammar,7,False,0
709,27,9,7,nominal clauses,"A: What matters is not who wins, but how the game is played.
B: I agree. Integrity outlasts victory.",What is the moral lesson?,Integrity is more important than winning,Games are meaningless,Winning is everything,Victory is easy,Integrity is more important than winning,Inference,7,False,0
710,28,10,7,functional language (persuasion),"A: We should focus on renewable energy now rather than later.
B: But it’s expensive.
A: True, but inaction costs even more in the long term.",What is the topic?,Education,Renewable energy,Politics,Economics,Renewable energy,Comprehension,7,False,0
710,29,10,7,functional language (persuasion),"A: We should focus on renewable energy now rather than later.
B: But it’s expensive.
A: True, but inaction costs even more in the long term.",What is the persuasive technique used?,Contrast of short-term vs long-term cost,Emotional appeal,Repetition,Personal story,Contrast of short-term vs long-term cost,Grammar,7,False,0
710,30,10,7,functional language (persuasion),"A: We should focus on renewable energy now rather than later.
B: But it’s expensive.
A: True, but inaction costs even more in the long term.",What does 'inaction costs even more' mean?,Not acting now will be more expensive later,Renewable energy is cheap,Government should act slowly,Money will be lost immediately,Not acting now will be more expensive later,Inference,7,False,0
